OBJECTID,ADM0_NAME,DateOfDataEntry,cum_conf,NewCase,CENTER_LON,CENTER_LAT,ADM0_VIZ_NAME,GUID,Short_Name_ZH,Short_Name_FR,Short_Name_ES,Short_Name_RU,Short_Name_AR
1675,Fiji,2020-03-25T00:00:00.000Z,4,1,178.182,-17.855,Fiji,10a110c7-9bca-41a2-8665-e967984c4f31,斐济,Fidji,Fiji,Фиджи ,فيجي
1676,Fiji,2020-03-26T00:00:00.000Z,5,1,178.182,-17.855,Fiji,10a110c7-9bca-41a2-8665-e967984c4f31,斐济,Fidji,Fiji,Фиджи ,فيجي
1677,Fiji,2020-03-27T00:00:00.000Z,5,0,178.182,-17.855,Fiji,10a110c7-9bca-41a2-8665-e967984c4f31,斐济,Fidji,Fiji,Фиджи ,فيجي
1678,Fiji,2020-03-28T00:00:00.000Z,5,0,178.182,-17.855,Fiji,10a110c7-9bca-41a2-8665-e967984c4f31,斐济,Fidji,Fiji,Фиджи ,فيجي
1679,Fiji,2020-03-29T00:00:00.000Z,5,0,178.182,-17.855,Fiji,10a110c7-9bca-41a2-8665-e967984c4f31,斐济,Fidji,Fiji,Фиджи ,فيجي
1680,Fiji,2020-03-30T00:00:00.000Z,5,0,178.182,-17.855,Fiji,10a110c7-9bca-41a2-8665-e967984c4f31,斐济,Fidji,Fiji,Фиджи ,فيجي
1681,Fiji,2020-03-31T00:00:00.000Z,5,0,178.182,-17.855,Fiji,10a110c7-9bca-41a2-8665-e967984c4f31,斐济,Fidji,Fiji,Фиджи ,فيجي
1682,Fiji,2020-04-01T00:00:00.000Z,5,0,178.182,-17.855,Fiji,10a110c7-9bca-41a2-8665-e967984c4f31,斐济,Fidji,Fiji,Фиджи ,فيجي
1683,Finland,2020-01-29T00:00:00.000Z,1,1,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1684,Finland,2020-01-30T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1685,Finland,2020-01-31T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1686,Finland,2020-02-01T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1687,Finland,2020-02-02T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1688,Finland,2020-02-03T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1689,Finland,2020-02-04T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1690,Finland,2020-02-05T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1691,Finland,2020-02-06T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1692,Finland,2020-02-07T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1693,Finland,2020-02-08T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1694,Finland,2020-02-09T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1695,Finland,2020-02-10T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1696,Finland,2020-02-11T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1697,Finland,2020-02-12T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1698,Finland,2020-02-13T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1699,Finland,2020-02-14T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1700,Finland,2020-02-15T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1701,Finland,2020-02-16T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1702,Finland,2020-02-17T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1703,Finland,2020-02-18T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1704,Finland,2020-02-19T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1705,Finland,2020-02-20T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1706,Finland,2020-02-21T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1707,Finland,2020-02-22T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1708,Finland,2020-02-23T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1709,Finland,2020-02-24T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1710,Finland,2020-02-25T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1711,Finland,2020-02-26T00:00:00.000Z,1,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1712,Finland,2020-02-27T00:00:00.000Z,2,1,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1713,Finland,2020-02-28T00:00:00.000Z,2,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1714,Finland,2020-02-29T00:00:00.000Z,2,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1715,Finland,2020-03-01T00:00:00.000Z,2,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1716,Finland,2020-03-02T00:00:00.000Z,6,4,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1717,Finland,2020-03-03T00:00:00.000Z,7,1,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1718,Finland,2020-03-04T00:00:00.000Z,7,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1719,Finland,2020-03-05T00:00:00.000Z,7,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1720,Finland,2020-03-06T00:00:00.000Z,12,5,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1721,Finland,2020-03-07T00:00:00.000Z,19,7,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1722,Finland,2020-03-08T00:00:00.000Z,19,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1723,Finland,2020-03-09T00:00:00.000Z,30,11,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1724,Finland,2020-03-10T00:00:00.000Z,40,10,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1725,Finland,2020-03-11T00:00:00.000Z,40,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1726,Finland,2020-03-12T00:00:00.000Z,40,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1727,Finland,2020-03-13T00:00:00.000Z,155,115,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1728,Finland,2020-03-14T00:00:00.000Z,155,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1729,Finland,2020-03-15T00:00:00.000Z,210,55,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1730,Finland,2020-03-16T00:00:00.000Z,267,57,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1731,Finland,2020-03-17T00:00:00.000Z,272,5,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1732,Finland,2020-03-18T00:00:00.000Z,319,47,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1733,Finland,2020-03-19T00:00:00.000Z,359,40,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1734,Finland,2020-03-20T00:00:00.000Z,369,10,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1735,Finland,2020-03-21T00:00:00.000Z,450,81,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1736,Finland,2020-03-22T00:00:00.000Z,521,71,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1737,Finland,2020-03-23T00:00:00.000Z,626,105,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1738,Finland,2020-03-24T00:00:00.000Z,700,74,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1739,Finland,2020-03-25T00:00:00.000Z,792,92,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1740,Finland,2020-03-26T00:00:00.000Z,880,88,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1741,Finland,2020-03-27T00:00:00.000Z,958,78,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1742,Finland,2020-03-28T00:00:00.000Z,1025,67,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1743,Finland,2020-03-29T00:00:00.000Z,1218,193,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1744,Finland,2020-03-30T00:00:00.000Z,1218,0,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1745,Finland,2020-03-31T00:00:00.000Z,1313,95,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1746,Finland,2020-04-01T00:00:00.000Z,1384,71,26.2588423,64.49433129,Finland,e3fd3d41-feaa-443f-a135-08a80552525c,芬兰,Finlande,Finlandia,Финляндия,فنلندا
1747,France,2020-01-24T00:00:00.000Z,3,3,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1748,France,2020-01-25T00:00:00.000Z,3,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1749,France,2020-01-26T00:00:00.000Z,3,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1750,France,2020-01-27T00:00:00.000Z,3,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1751,France,2020-01-28T00:00:00.000Z,4,1,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1752,France,2020-01-29T00:00:00.000Z,4,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1753,France,2020-01-30T00:00:00.000Z,6,2,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1754,France,2020-01-31T00:00:00.000Z,6,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1755,France,2020-02-01T00:00:00.000Z,6,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1756,France,2020-02-02T00:00:00.000Z,6,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1757,France,2020-02-03T00:00:00.000Z,6,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1758,France,2020-02-04T00:00:00.000Z,6,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1759,France,2020-02-05T00:00:00.000Z,6,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1760,France,2020-02-06T00:00:00.000Z,6,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1761,France,2020-02-07T00:00:00.000Z,6,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1762,France,2020-02-08T00:00:00.000Z,6,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1763,France,2020-02-09T00:00:00.000Z,11,5,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1764,France,2020-02-10T00:00:00.000Z,11,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1765,France,2020-02-11T00:00:00.000Z,11,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1766,France,2020-02-12T00:00:00.000Z,11,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1767,France,2020-02-13T00:00:00.000Z,11,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1768,France,2020-02-14T00:00:00.000Z,11,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1769,France,2020-02-15T00:00:00.000Z,11,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1770,France,2020-02-16T00:00:00.000Z,12,1,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1771,France,2020-02-17T00:00:00.000Z,12,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1772,France,2020-02-18T00:00:00.000Z,12,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1773,France,2020-02-19T00:00:00.000Z,12,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1774,France,2020-02-20T00:00:00.000Z,12,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1775,France,2020-02-21T00:00:00.000Z,12,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1776,France,2020-02-22T00:00:00.000Z,12,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1777,France,2020-02-23T00:00:00.000Z,12,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1778,France,2020-02-24T00:00:00.000Z,12,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1779,France,2020-02-25T00:00:00.000Z,12,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1780,France,2020-02-26T00:00:00.000Z,12,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1781,France,2020-02-27T00:00:00.000Z,18,6,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1782,France,2020-02-28T00:00:00.000Z,57,39,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1783,France,2020-02-29T00:00:00.000Z,37,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1784,France,2020-03-01T00:00:00.000Z,100,63,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1785,France,2020-03-02T00:00:00.000Z,100,0,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1786,France,2020-03-03T00:00:00.000Z,188,88,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1787,France,2020-03-04T00:00:00.000Z,209,21,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1788,France,2020-03-05T00:00:00.000Z,282,73,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1789,France,2020-03-06T00:00:00.000Z,420,138,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1790,France,2020-03-07T00:00:00.000Z,613,193,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1791,France,2020-03-08T00:00:00.000Z,706,93,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1792,France,2020-03-09T00:00:00.000Z,1116,410,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1793,France,2020-03-10T00:00:00.000Z,1402,286,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1794,France,2020-03-11T00:00:00.000Z,1774,372,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1795,France,2020-03-12T00:00:00.000Z,2269,495,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1796,France,2020-03-13T00:00:00.000Z,2860,591,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1797,France,2020-03-14T00:00:00.000Z,3640,780,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1798,France,2020-03-15T00:00:00.000Z,4469,829,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1799,France,2020-03-16T00:00:00.000Z,5380,911,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1800,France,2020-03-17T00:00:00.000Z,6573,1193,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1801,France,2020-03-18T00:00:00.000Z,7652,1079,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1802,France,2020-03-19T00:00:00.000Z,9043,1391,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1803,France,2020-03-20T00:00:00.000Z,10877,1834,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1804,France,2020-03-21T00:00:00.000Z,12475,1598,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1805,France,2020-03-22T00:00:00.000Z,14296,1821,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1806,France,2020-03-23T00:00:00.000Z,15821,1525,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1807,France,2020-03-24T00:00:00.000Z,19615,3794,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1808,France,2020-03-25T00:00:00.000Z,22025,2410,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1809,France,2020-03-26T00:00:00.000Z,24920,2895,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1810,France,2020-03-27T00:00:00.000Z,28786,3866,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1811,France,2020-03-28T00:00:00.000Z,32542,3756,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1812,France,2020-03-29T00:00:00.000Z,37145,4603,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1813,France,2020-03-30T00:00:00.000Z,39642,2497,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1814,France,2020-03-31T00:00:00.000Z,43977,4335,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1815,France,2020-04-01T00:00:00.000Z,51477,7500,2.55042646,46.56487403,France,4c308a42-4e33-4d8f-a408-0746862545c7,法国,France,Francia,Франция,فرنسا
1816,French Guiana,2020-03-08T00:00:00.000Z,5,5,-53.24126696,3.9243882,French Guiana,31ab5f81-ad33-43ce-8491-1fa569d46c57,"法属圭亚那
",,,,
1817,French Guiana,2020-03-09T00:00:00.000Z,5,0,-53.24126696,3.9243882,French Guiana,31ab5f81-ad33-43ce-8491-1fa569d46c57,"法属圭亚那
",,,,
1818,French Guiana,2020-03-10T00:00:00.000Z,5,0,-53.24126696,3.9243882,French Guiana,31ab5f81-ad33-43ce-8491-1fa569d46c57,"法属圭亚那
",,,,
1819,French Guiana,2020-03-11T00:00:00.000Z,5,0,-53.24126696,3.9243882,French Guiana,31ab5f81-ad33-43ce-8491-1fa569d46c57,"法属圭亚那
",,,,
1820,French Guiana,2020-03-12T00:00:00.000Z,5,0,-53.24126696,3.9243882,French Guiana,31ab5f81-ad33-43ce-8491-1fa569d46c57,"法属圭亚那
",,,,
1821,French Guiana,2020-03-13T00:00:00.000Z,6,1,-53.24126696,3.9243882,French Guiana,31ab5f81-ad33-43ce-8491-1fa569d46c57,"法属圭亚那
",,,,
1822,French Guiana,2020-03-14T00:00:00.000Z,7,1,-53.24126696,3.9243882,French Guiana,31ab5f81-ad33-43ce-8491-1fa569d46c57,"法属圭亚那
",,,,
1823,French Guiana,2020-03-15T00:00:00.000Z,7,0,-53.24126696,3.9243882,French Guiana,31ab5f81-ad33-43ce-8491-1fa569d46c57,"法属圭亚那
",,,,
1824,French Guiana,2020-03-16T00:00:00.000Z,7,0,-53.24126696,3.9243882,French Guiana,31ab5f81-ad33-43ce-8491-1fa569d46c57,"法属圭亚那
",,,,
1825,French Guiana,2020-03-17T00:00:00.000Z,7,0,-53.24126696,3.9243882,French Guiana,31ab5f81-ad33-43ce-8491-1fa569d46c57,"法属圭亚那
",,,,
1826,French Guiana,2020-03-18T00:00:00.000Z,11,4,-53.24126696,3.9243882,French Guiana,31ab5f81-ad33-43ce-8491-1fa569d46c57,"法属圭亚那
",,,,
1827,French Guiana,2020-03-19T00:00:00.000Z,15,4,-53.24126696,3.9243882,French Guiana,31ab5f81-ad33-43ce-8491-1fa569d46c57,"法属圭亚那
",,,,
